feature_id,description,lon,reviewer,review_rating,restaurant_name,image_name,city_name,review_date,image_path,reviewer_id,country_name,num_reviews,image_label,lat,pred_lat,pred_lon,spherical_distance
0x3e2ee38c5752d67f:0x73d63b2e221a5022,"A must to try, amazing food and exceptional service. Atmosphere is beautiful and music is relaxing. Christian was very pleasant and helpful, big thanks for his service.",46.6249654,Imad Jaroudi,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_112980201611663380847_1.png,Riyadh,2 weeks ago,./images/indoors/0x3e2ee38c5752d67f_0x73d63b2e221a5022_112980201611663380847_1.png,1.12980201611663E+020,Saudi Arabia,131,indoor,24.7527016,22.1525001525879,113.55933380127,6763.94932221137
0x3e2ee38c5752d67f:0x73d63b2e221a5022,"A must to try, amazing food and exceptional service. Atmosphere is beautiful and music is relaxing. Christian was very pleasant and helpful, big thanks for his service.",46.6249654,Imad Jaroudi,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_112980201611663380847_2.png,Riyadh,2 weeks ago,./images/indoors/0x3e2ee38c5752d67f_0x73d63b2e221a5022_112980201611663380847_2.png,1.12980201611663E+020,Saudi Arabia,131,indoor,24.7527016,34.986499786377,135.759170532227,8389.03409702521
0x3e2ee38c5752d67f:0x73d63b2e221a5022,"A must to try, amazing food and exceptional service. Atmosphere is beautiful and music is relaxing. Christian was very pleasant and helpful, big thanks for his service.",46.6249654,Imad Jaroudi,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_112980201611663380847_3.png,Riyadh,2 weeks ago,./images/indoors/0x3e2ee38c5752d67f_0x73d63b2e221a5022_112980201611663380847_3.png,1.12980201611663E+020,Saudi Arabia,131,indoor,24.7527016,39.9334907531738,116.44832611084,6605.70852113638
0x3e2ee38c5752d67f:0x73d63b2e221a5022,"Serving was clean and smooth. Staffs are very accommodating. The atmosphere is over-all great. Prices are reasonable. Food presented well as portrayed in their menu so what you see in their screen is what you will get. I wasn't able to capture the receipt but I think the staff who accommodated me is Alfie (not sure if i got it right, it was on the receipt) Would definitely get back here next time and recommend this restaurant. ✅️✅️✅️✅️✅️",46.6249654,Fatima Al Nawadil,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_111361616724399246005_1.png,Riyadh,7 months ago,./images/food/0x3e2ee38c5752d67f_0x73d63b2e221a5022_111361616724399246005_1.png,1.11361616724399E+020,Saudi Arabia,50,food,24.7527016,1.30367696285248,103.834106445313,6662.75421595421
0x3e2ee38c5752d67f:0x73d63b2e221a5022,"Serving was clean and smooth. Staffs are very accommodating. The atmosphere is over-all great. Prices are reasonable. Food presented well as portrayed in their menu so what you see in their screen is what you will get. I wasn't able to capture the receipt but I think the staff who accommodated me is Alfie (not sure if i got it right, it was on the receipt) Would definitely get back here next time and recommend this restaurant. ✅️✅️✅️✅️✅️",46.6249654,Fatima Al Nawadil,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_111361616724399246005_2.png,Riyadh,7 months ago,./images/food/0x3e2ee38c5752d67f_0x73d63b2e221a5022_111361616724399246005_2.png,1.11361616724399E+020,Saudi Arabia,50,food,24.7527016,10.7751274108887,106.702201843262,6498.96892592274
0x3e2ee38c5752d67f:0x73d63b2e221a5022,"Serving was clean and smooth. Staffs are very accommodating. The atmosphere is over-all great. Prices are reasonable. Food presented well as portrayed in their menu so what you see in their screen is what you will get. I wasn't able to capture the receipt but I think the staff who accommodated me is Alfie (not sure if i got it right, it was on the receipt) Would definitely get back here next time and recommend this restaurant. ✅️✅️✅️✅️✅️",46.6249654,Fatima Al Nawadil,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_111361616724399246005_3.png,Riyadh,7 months ago,./images/food/0x3e2ee38c5752d67f_0x73d63b2e221a5022_111361616724399246005_3.png,1.11361616724399E+020,Saudi Arabia,50,food,24.7527016,31.9141445159912,131.421783447266,8124.67976324103
0x3e2ee38c5752d67f:0x73d63b2e221a5022,"My experience was outstanding! I tried the California sushi and chicken ramen, both of which were delicious. The service was wonderful, especially thanks to France, who was very welcoming.",46.6249654,hajima 11,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_112184627818724033316_1.png,Riyadh,a month ago,./images/indoors/0x3e2ee38c5752d67f_0x73d63b2e221a5022_112184627818724033316_1.png,1.12184627818724E+020,Saudi Arabia,3,indoor,24.7527016,40.83056640625,140.738464355469,8565.1641248622
0x3e2ee38c5752d67f:0x73d63b2e221a5022,"My experience was outstanding! I tried the California sushi and chicken ramen, both of which were delicious. The service was wonderful, especially thanks to France, who was very welcoming.",46.6249654,hajima 11,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_112184627818724033316_2.png,Riyadh,a month ago,./images/indoors/0x3e2ee38c5752d67f_0x73d63b2e221a5022_112184627818724033316_2.png,1.12184627818724E+020,Saudi Arabia,3,indoor,24.7527016,28.3706321716309,-81.5496673583984,11914.7435856544
0x3e2ee38c5752d67f:0x73d63b2e221a5022,One of the best sushi clubs in riyadh. Fresh and yummy The service was amazing and the atmosphere was so peaceful I loved the place Vegetarian options: veggie sushi is offered Parking: Free parking garage and it’s big And There are only few free street parking Kid-friendliness: It’s more like romantic atmosphere yet it’s peaceful and calm for kids Wheelchair accessibility: There is accessibility for wheelchairs,46.6249654,Carla Ballany,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_102327655319025848632_1.png,Riyadh,4 months ago,./images/discard/0x3e2ee38c5752d67f_0x73d63b2e221a5022_102327655319025848632_1.png,1.02327655319026E+020,Saudi Arabia,15,discard,24.7527016,42.0476112365723,14.7331323623657,3498.36923345366
0x3e2ee38c5752d67f:0x73d63b2e221a5022,One of the best sushi clubs in riyadh. Fresh and yummy The service was amazing and the atmosphere was so peaceful I loved the place Vegetarian options: veggie sushi is offered Parking: Free parking garage and it’s big And There are only few free street parking Kid-friendliness: It’s more like romantic atmosphere yet it’s peaceful and calm for kids Wheelchair accessibility: There is accessibility for wheelchairs,46.6249654,Carla Ballany,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_102327655319025848632_2.png,Riyadh,4 months ago,./images/food/0x3e2ee38c5752d67f_0x73d63b2e221a5022_102327655319025848632_2.png,1.02327655319026E+020,Saudi Arabia,15,food,24.7527016,25.3260936737061,51.5370712280273,498.92764430897
0x3e2ee38c5752d67f:0x73d63b2e221a5022,One of the best sushi clubs in riyadh. Fresh and yummy The service was amazing and the atmosphere was so peaceful I loved the place Vegetarian options: veggie sushi is offered Parking: Free parking garage and it’s big And There are only few free street parking Kid-friendliness: It’s more like romantic atmosphere yet it’s peaceful and calm for kids Wheelchair accessibility: There is accessibility for wheelchairs,46.6249654,Carla Ballany,5,Gold Sushi Club,0x3e2ee38c5752d67f_0x73d63b2e221a5022_102327655319025848632_3.png,Riyadh,4 months ago,./images/food/0x3e2ee38c5752d67f_0x73d63b2e221a5022_102327655319025848632_3.png,1.02327655319026E+020,Saudi Arabia,15,food,24.7527016,-6.15837907791138,106.907218933105,7367.22007630122
